Part_Number,Alt_Code,Supplier_Code,Manufacturer,Product_Type,Description,Micron,Media,Max_Temp_F,Max_PSI,Flow_Rate,Efficiency,Application,Industry,In_Stock,Qty_On_Hand,Price
HC9604FCS8H,HC9604FCS8H,HC9604FCS8H,Pall Corporation,Filter Element,Filter Element,8,Coralon Glass Fiber (Nitrile),180.0,75.0,15 GPM,Beta 2000 (99.95%),Lube and Hydraulic Oil Filtration,"Hydraulic Systems, Manufacturing",No,0,94.97
HC9604FCT13H,HC9604FCT13H,HC9604FCT13H,Pall Corporation,Filter Element,Filter Element,13,Coralon Glass Fiber (Nitrile),180.0,75.0,15 GPM,Beta 2000 (99.95%),Lube and Hydraulic Oil Filtration,"Hydraulic Systems, Manufacturing",No,0,107.95
HC9604FKN13H,QA00047,HC9604FKN13H,Pall Corporation,Filter Element,Filter Element,7,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,250.28
HC9604FKN16H,QA00048,HC9604FKN16H,Pall Corporation,Filter Element,Filter Element,7,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,253.12
HC9604FKN8H,QA02012,HC9604FKN8H,Pall Corporation,Filter Element,Filter Element,7,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,192.68
HC9604FKP13H,QA02014,HC9604FKP13H,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,0
HC9604FKP16H,QA00049,HC9604FKP16H,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,192.97
HC9604FKP4H,QA02013,HC9604FKP4H,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,0
HC9604FKP8H,QA02027,HC9604FKP8H,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,228.01
HC9604FKS13Z,HC9604FKS13Z,HC9604FKS13Z,Pall Corporation,Filter Element,Filter Element,3,Ultipor III Glass Fiber (Viton),180.0,75.0,15 GPM,Beta 1000 (99.9%),Lube and Hydraulic Oil Filtration,"Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0,215.24
HC9601FCS16H,HC9601FCS16H,HC9601FCS16H,Pall Corporation,Filter Element,Filter Element,16,Coralon Glass Fiber (Nitrile),180.0,75.0,15 GPM,Beta 2000 (99.95%),Lube and Hydraulic Oil Filtration,"Hydraulic Systems, Manufacturing",No,0,621.71
HC9601FCS8H,HC9601FCS8H,HC9601FCS8H,Pall Corporation,Filter Element,Filter Element,8,Coralon Glass Fiber (Nitrile),180.0,75.0,15 GPM,Beta 2000 (99.95%),Lube and Hydraulic Oil Filtration,"Hydraulic Systems, Manufacturing",No,0,438.48
HC9601FCT13Z,HC9601FCT13Z,HC9601FCT13Z,Pall Corporation,Filter Element,Filter Element,3,Coralon Glass Fiber (Viton),180.0,75.0,15 GPM,Beta 2000 (99.95%),Lube and Hydraulic Oil Filtration,"Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0,889.92
HC9601FCT16H,HC9601FCT16H,HC9601FCT16H,Pall Corporation,Filter Element,Filter Element,16,Coralon Glass Fiber (Nitrile),180.0,75.0,15 GPM,Beta 2000 (99.95%),Lube and Hydraulic Oil Filtration,"Hydraulic Systems, Manufacturing",No,0,548.63
HC9601FCT4H,HC601FCT4H,HC9601FCT4H,Pall Corporation,Filter Element,Filter Element,25,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,487.14
HC9601FCT4Z,HC9601FCT4Z,HC9601FCT4Z,Pall Corporation,Filter Element,Filter Element,3,Coralon Glass Fiber (Viton),180.0,75.0,15 GPM,Beta 2000 (99.95%),Lube and Hydraulic Oil Filtration,"Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0,0
HC9601FCT8Z,HC9601FCT8Z,HC9601FCT8Z,Pall Corporation,Filter Element,Filter Element,3,Coralon Glass Fiber (Viton),180.0,75.0,15 GPM,Beta 2000 (99.95%),Lube and Hydraulic Oil Filtration,"Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0,691.34
HC9601FDP11ZYGE,QA00044,HC9601FDP11ZYGE,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,441.49
HC9601FDP13H,QA02025,HC9601FDP13H,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,308.26
HC9601FDP13Z,QA00573,HC9601FDP13Z,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,863.88
HC9601FDP16H,QA00574,HC9601FDP16H,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,392.15
HC9601FDP16Z,QA00045,HC9601FDP16Z,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,1442.06
HC9601FDP4H,QA00570,HC9601FDP4H,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,0
HC9601FDP8H,QA00572,HC9601FDP8H,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,662.07
HC9601FDP8Z,QA02005,HC9601FDP8Z,Pall Corporation,Filter Element,Filter Element,5,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,650.09
HC9601FDS13H,QA00577,HC9601FDS13H,Pall Corporation,Filter Element,Filter Element,12,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,755.16
HC9601FDS8H,QA02024,HC9601FDS8H,Pall Corporation,Filter Element,Filter Element,12,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,429.53
HC9601FDS8Z,QA02006,HC9601FDS8Z,Pall Corporation,Filter Element,Filter Element,12,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,650.12
HC9601FDT16H,QA02026,HC9601FDT16H,Pall Corporation,Filter Element,Filter Element,25,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,706.76
HC9601FDT4H,QA00580,HC9601FDT4H,Pall Corporation,Filter Element,Filter Element,25,Various,180.0,75.0,15 GPM,Various,Lube and Hydraulic Oil Filtration,,No,0,487.14
HFU620UY045J,QP13690,HFU620UY045J,Pall Corporation,Filter Element,Filter Element,4.5,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU620UY100J,HFU620UY100J,HFU620UY100J,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,521.33
HFU620UY200H4,QP13696,HFU620UY200H4,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU620UY200J,QP13697,HFU620UY200J,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU620UY400J,QP13700,HFU620UY400J,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,320.84
HFU640CAS010JU,QP13703,HFU640CAS010JU,Pall Corporation,Filter Element,Filter Element,1,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640CAS010JUW,QP13708,HFU640CAS010JUW,Pall Corporation,Filter Element,Filter Element,1,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,1014.44
HFU640GF020H,QP13702,HFU640GF020H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640GF020H13,QP13704,HFU640GF020H13,Pall Corporation,Filter Element,Filter Element,2,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640GF100H13,HFU640GF100H13,HFU640GF100H13,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640GF200H13,QP13705,HFU640GF200H13,Pall Corporation,Filter Element,Filter Element,20,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,1003.58
HFU640J060J,QP13706,HFU640J060J,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640U220ZJW,QP13707,HFU640U220ZJW,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640UY020J,QP13710,HFU640UY020J,Pall Corporation,Filter Element,Filter Element,2,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,777.34
HFU640UY045H13,QP13713,HFU640UY045H13,Pall Corporation,Filter Element,Filter Element,4.5,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640UY045J,QP13715,HFU640UY045J,Pall Corporation,Filter Element,Filter Element,4.5,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,723.74
HFU640UY060J,QP13718,HFU640UY060J,Pall Corporation,Filter Element,Filter Element,6,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,506.67
HFU640UY1000H4,QP13730,HFU640UY1000H4,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,328
HFU640UY1000J,QP13728,HFU640UY1000J,Pall Corporation,Filter Element,Filter Element,90,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640UY100H,QP13719,HFU640UY100H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HF13212DG,HF13212DG,HF13212DG,,Filter,"Filter Assembly, E1048750",,Various,180.0,150.0,1-10 GPM,Nominal,,,No,0,817
HF332120DG0,3259135,HF33212DG,,Filter,"Filter Assembly, 3259135",,Various,180.0,100.0,8 GPM,Nominal,,,No,0.0,0.0
HF40PP001D01,10004.972,10004.972,,Filter Element,Filter Element,,,,,,,,,No,0.0,0.0
HF5-40E,HF5-40E,HF5-40E,Graver Technologies,Filter Cartridge,High Flow Series Filter Cartridge,5,Microglass,176.0,150.0,28 GPM,Absolute,Graver Filtration Element,"Hydraulic Systems, Manufacturing, Power Generation",No,0,479.22
HF60PP070A01,HF60PP070A01,HF60PP070A01,Solventum Corporation,Bag Filter,Filter Element,,,275.0,30.0,100 GPM,,,,No,0,360
HF7246,3251698,3251698,,Filter,"Filter Assembly, 3251698",,Various,180.0,100.0,8 GPM,Nominal,,,No,0.0,0.0
HFBFG70.0N2AP,HFBFG70.0N2AP,HFBFG70.0N2AP,Global Filter LLC,Filter Cartridge,Filter Cartridge,Various,Polypropylene,176.0,75.0,1-10 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0,0
HFBPP10.0A1BPV,51716,51716,Global Filter LLC,Filter Cartridge,"Bag Filter, 10 micron, Size 1",10,Polypropylene,176.0,75.0,10 GPM,Nominal,Numeric Parts,"Hydraulic Systems, Manufacturing, Water Treatment, Municipal, Industrial",No,0.0,0.0
HFBPP10.0A2BPB,HFBPP10.0A2BPB,HFBPP10.0A2BPB,Global Filter LLC,Filter Cartridge,Filter Element,Various,Polypropylene,176.0,75.0,1-10 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0,0
HFBPP10.0A2BPV,53153,53153,Global Filter LLC,Filter Cartridge,"Bag Filter, 10 micron, Size 2",10,Polypropylene,176.0,75.0,10 GPM,Nominal,Numeric Parts,"Hydraulic Systems, Manufacturing, Water Treatment, Municipal, Industrial",No,0.0,0.0
HFBPP10.0A2CPB,HFBPP10.0A2CPB,HFBPP10.0A2CPB,Global Filter LLC,Filter Cartridge,Filter Element,10,Polypropylene,176.0,75.0,1-10 GPM,Nominal,HFB High Flow Bags,"Hydraulic Systems, Manufacturing",No,0,0
HFBPP10.0A2MPB,HFBPP10.0A2MPB,HFBPP10.0A2MPB,Global Filter LLC,Filter Cartridge,Filter Element,Various,Polypropylene,176.0,75.0,1-10 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0,0
HFBPP20.0A1BPV,51887,51887,Global Filter LLC,Filter Cartridge,Filter Element,Various,Polypropylene,176.0,75.0,10 GPM,Nominal,Numeric Parts,"Chemical Processing, Multi-Industry",No,0.0,0.0
HFBPP20.0A2DPB,HFBPP200A2DPB,HFBPP200A2DPB,Global Filter LLC,Filter Cartridge,Cartridge,Various,Polypropylene,176.0,75.0,1-10 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0.0,0.0
HFBPP20.0N2AP,HFBPP20.0N2AP,HFBPP20.0N2AP,Global Filter LLC,Filter Cartridge,Filter Element,Various,Polypropylene,176.0,75.0,80 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0,0
HFBPP20.A2BPV,HFBPP20A2BPV,HFBPP20A2BPV,Global Filter LLC,Filter Cartridge,Filter Element,Various,Polypropylene,176.0,75.0,80 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0.0,0.0
HFBPP40.0A2BPV,HFBPP40A2BPV,HFBPP40A2BPV,Global Filter LLC,Filter Cartridge,Filter Element,Various,Polypropylene,176.0,75.0,160 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0.0,0.0
HFBPP40.0N2AP,HFBPP40.0N2AP,HFBPP40.0N2AP,Global Filter LLC,Filter Cartridge,Filter Element,Various,Polypropylene,176.0,75.0,160 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0,0
HFBPP40.0N2BPV,HFBPP40.0N2BPV,HFBPP40.0N2BPV,Global Filter LLC,Filter Cartridge,Filter Element,Various,Polypropylene,176.0,75.0,160 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0,0
HFBPP5.0A2MPB,HFBPP5.0A2MPB,HFBPP5.0A2MPB,Global Filter LLC,Filter Cartridge,Filter Element,Various,Polypropylene,176.0,75.0,1-10 GPM,Nominal,HFB High Flow Bags,"Chemical Processing, Multi-Industry",No,0,0
HFCA9QC66W16N,HFCA9QC66W16N,HFCA9QC66W16N,,Bag Filter,Filter Housing,,,275.0,30.0,100 GPM,,,Multi-Industry,No,0,81021.5
HFE-304-2-FNPT-ML-B-GB,HFE3042FNPTMLBGB,HFE3042FNPTMLBGB,American Filter Manufacturing Inc.,Filter Cartridge,Filter Housing,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,Multi-Industry,No,0.0,0.0
HFEA100C27435FLCBWC,HFEA100C27435FLCBWC,HFEA100C27435FLCBWC,American Filter Manufacturing Inc.,Filter Cartridge,Filter Element,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,,No,0,0
HFEA3C(14)435FLCBBN,HFEA3C(16)435FLCBBN,HFEA3C(16)435FLCBBN,American Filter Manufacturing Inc.,Filter Cartridge,Bag Filter,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,Multi-Industry,No,0.0,0.0
HFEA5C(14)435FLCBBN,HFEA5C(16)435FLCBBN,HFEA5C(16)435FLCBBN,American Filter Manufacturing Inc.,Filter Cartridge,Bag Filter,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,Multi-Industry,No,0.0,0.0
HFEB110435FLCBN,HFEB110435FLCBN,HFEB110435FLCBN,American Filter Manufacturing Inc.,Filter Cartridge,Filter Element,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,,No,0,233.04
HFEB19226FGHBC,HFEB19226FGHBC,HFEB19226FGHBC,American Filter Manufacturing Inc.,Filter Cartridge,Filter,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,,No,0,171
HFEB510435FLCBN,HFEB510435FLCBN,HFEB510435FLCBN,American Filter Manufacturing Inc.,Filter Cartridge,Filter Element,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,,No,0,213.2
HFEB59435FLCBC,HFEB59435FLCBC,HFEB59435FLCBC,American Filter Manufacturing Inc.,Filter Cartridge,High Flow Cartridge,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,,No,0,147.96
HFEC20-23PSH-E,HFEC20-23PSH-E,HFEC20-23PSH-E,American Filter Manufacturing Inc.,Filter Cartridge,Filter,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,,No,0,147.5
HFGF19225FGHBC,HFGF19225FGHBC,HFGF19225FGHBC,American Filter Manufacturing Inc.,Filter Cartridge,Filter,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,,No,0,148.2
HFGF1C26435FLCBWC,HFGF1C26435FLCBWC,HFGF1C26435FLCBWC,American Filter Manufacturing Inc.,Filter Cartridge,Bag Filter,0.5-100,Various,180.0,75.0,0.4 GPM per sheet,Nominal,High Flow HF,Multi-Industry,No,0,101.4
HFH3-H60-R6-SB-150-E-DA-1230-U,HFH3-H60-R6-SB-150-E-DA-1230-U,HFH3-H60-R6-SB-150-E-DA-1230-U,Graver Technologies,Filter Cartridge,Filter Housing,3,Microglass,176.0,150.0,8 GPM,Absolute,Graver Filtration Element,"Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0,12922.47
HFH3H60R-6-SB-150EDA/1230-U,HFH36H60R-6-SB-150-PTFE-H,HFH36H60R-6-SB-150-PTFE-H,Graver Technologies,Filter Cartridge,Filter Housing,36,Microglass,176.0,150.0,8 GPM,Absolute,"Tank Vents, Compressed Gas, Fermentation, Pharma, Biotech","Hydraulic Systems, Manufacturing, Multi-Industry",No,0.0,0.0
HFH3V40C6SS150BH-U,HFH3V40C6SS150BHU,HFH3V40C6SS150BHU,Graver Technologies,Filter Cartridge,Filter Housing,3,Microglass,176.0,150.0,32 GPM,Absolute,Graver Filtration Element,"Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0.0,0.0
HFPF1-SL1000NC,HFPF1SL1000NC,HFPF1SL1000NC,,Filter Cartridge,Filter Element,,Various,180.0,75.0,5 GPM,Absolute,,,No,0.0,0.0
HFPP0.45A40B,HFPP0.45A40WB,HFPP045A40WB,Global Filter LLC,Filter Cartridge,Filter,Various,Polypropylene,176.0,75.0,24 GPM,Nominal,HF High Flow,"Chemical Processing, Multi-Industry",No,0.0,0.0
HFPP20.0A40E,HFPP200A40E,HFPP200A40E,Global Filter LLC,Filter Cartridge,Filter,Various,Polypropylene,176.0,75.0,24 GPM,Nominal,HF High Flow,"Chemical Processing, Multi-Industry",No,0.0,0.0
HFRF1-60P30S,HFRF1-60P30S,HFRF1-60P30S,Graver Technologies,Filter Cartridge,HighFlow Element,1,Microglass,176.0,150.0,24 GPM,Absolute,HFRF,"Hydraulic Systems, Aerospace, Military, Power Generation",No,0,445.39
HFU609GF060H13,QP13676,HFU609GF060H13,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU609GF100H13,QP13679,HFU609GF100H13,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU620CAS010JU,QP13681,HFU620CAS010JU,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU620GF020H13,QP13687,HFU620GF020H13,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU620GF060J,QP13688,HFU620GF060J,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU620UY020H,QP13684,HFU620UY020H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU620UY020H1,QP13686,HFU620UY020H1,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,583.91
HFU620UY020J,QP13685,HFU620UY020J,Pall Corporation,Filter Element,Filter Element,2,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660HGF020H13,HFU660HGF020H13,HFU660HGF020H13,Pall Corporation,Filter Element,Filter Element,2,Polypropylene,180.0,50.0,,Absolute,Pall Filtration,,No,0,0
HFU660HGF100H,QP13743,HFU660HGF100H,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660HGF100H13,QP13815,HFU660HGF100H13,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,1354
HFU660HGF200H13,QP13820,HFU660HGF200H13,Pall Corporation,Filter Element,Filter Element,20,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660J060J,QP13830,HFU660J060J,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660U220ZH13,QP13838,HFU660U220ZH13,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,874.14
HFU660UY020J,QP13850,HFU660UY020J,Pall Corporation,Filter Element,Filter Element,2,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,1257.19
HFU660UY020JUW,HFU660UY020JUW,HFU660UY020JUW,Pall Corporation,Filter Element,Filter Element,1,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,830
HFU660UY045H,HFU660UY045H,HFU660UY045H,Pall Corporation,Filter Element,Filter Element,4.5,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,355
HFU660UY045H13,QP13858,HFU660UY045H13,Pall Corporation,Filter Element,Filter Element,4.5,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660UY045J,QP13860,HFU660UY045J,Pall Corporation,Filter Element,Filter Element,4.5,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,944.59
HFU660UY045JUW,QP13862,HFU660UY045JUW,Pall Corporation,Filter Element,Filter Element,1,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,355
HFU660UY060J,QP13865,HFU660UY060J,Pall Corporation,Filter Element,Filter Element,6,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,753.52
HFU660UY1000H13,QP13880,HFU660UY1000H13,Pall Corporation,Filter Element,Filter Element,90,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660UY100H,QP13874,HFU660UY100H,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660UY100H13,QP13872,HFU660UY100H13,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,665.6
HFU660UY100J,QP13875,HFU660UY100J,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,938.88
HFU660UY200J,QP13920,HFU660UY200J,Pall Corporation,Filter Element,Filter Element,20,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660UY200JU,QP13922,HFU660UY200JU,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640UY100J,QP13720,HFU640UY100J,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,516.8
HFU640UY200J,QP13723,HFU640UY200J,Pall Corporation,Filter Element,Filter Element,20,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,361.25
HFU640UY400H,HFU640UY400H,HFU640UY400H,Pall Corporation,Filter Element,Filter Element,40,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU640UY400H13,QP13725,HFU640UY400H13,Pall Corporation,Filter Element,Filter Element,40,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,1103.06
HFU640UY400J,QP13727,HFU640UY400J,Pall Corporation,Filter Element,Filter Element,40,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,566.76
HFU640UY700H,QP13729,HFU640UY700H,Pall Corporation,Filter Element,Filter Element,70,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660CAS010H13U,QP13734,HFU660CAS010H13U,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660CAS010JU,QP13731,HFU660CAS010JU,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660CAS010JUW,QP13733,HFU660CAS010JUW,Pall Corporation,Filter Element,Filter Element,1,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,1746.78
HFU660GF020H13,QP13740,HFU660GF020H13,Pall Corporation,Filter Element,Filter Element,2,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,704.52
HFU660GF060H13,QP13759,HFU660GF060H13,Pall Corporation,Filter Element,Filter Element,6,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660GF060J,QP13758,HFU660GF060J,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660GF100H,HFU660GF100H,HFU660GF100H,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,1557.22
HFU660GF100H13,QP13760,HFU660GF100H13,Pall Corporation,Filter Element,Filter Element,10,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,2572.1
HFU660GF200H,QP13799,HFU660GF200H,Pall Corporation,Filter Element,Filter Element,20,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
HFU660GF200H13,QP13800,HFU660GF200H13,Pall Corporation,Filter Element,Filter Element,20,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,886.32
HFU660GF400H13,QP13824,HFU660GF400H13,Pall Corporation,Filter Element,Filter Element,29,Various,180.0,75.0,15 GPM,Various,"High flow liquid filtration, water treatment",,No,0,0
